DIRECTORIO;SECUENCIA_P;TAM_HOGAR;ORDEN;P3271;P6040;P6050;P6070;P6090;P6100;P6110;P6120;P6160;P6170;P3041;P3042;P3042S1;P3042S2;CLASE;P400;P401;P402;P403;P404;P3564;P405;P408;P409;P410;P410S1;P411;P411S1;P412;P412S1;P413;P414;P415;P416;P420;P3131S1;P3131S1A1;P3131S1A2;P3131S2;P3131S2A1;P3131S2A2;P3131S3;P3131S3A1;P3131S3A2;P3132S1;P3132S1A1;P3132S1A2;P3132S2;P3132S2A1;P3132S2A2;P3132S3;P3132S3A1;P3132S3A2;P3133S1;P3133S1A1;P3133S1A2;P3133S2;P3133S2A1;P3133S2A2;P3133S3;P3133S3A1;P3133S3A2;P3134S1;P3134S1A1;P3134S1A2;P3134S2;P3134S2A1;P3134S2A2;P3134S3;P3134S3A1;P3134S3A2;P3135S1;P3135S1A1;P3135S1A2;P3135S2;P3135S2A1;P3135S2A2;P3135S3;P3135S3A1;P3135S3A2;P3136S1;P3136S1A1;P3136S1A2;P3136S2;P3136S2A1;P3136S2A2;P3136S3;P3136S3A1;P3136S3A2;P3137;P3137S1;P3137S2;P3138;P3138S1;P3138S2;P3139;P3139S1;P3139S2;P3141;P3141S1;P3141S2;P3142;P3142S1;P3142S2;P3143;P3143S1;P3143S2;P3144;P3144S1;P3144S2;P3145;P3145S1;P3145S2;P3502;P3502S1;P3502S2;P3503;P3503S1;P3503S2;P3504;P3504S1;P3504S2;P423;RAMA4D_R4;RAMA2D_R4;FEX_C;AREA;OFICIO_C8
7567507;1;6;4;2;14;8;6;1;3;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;2;3;2;;;2;;;2;;;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;130.56679038;13;
7567511;1;4;3;2;13;3;6;1;3;;;1;1;2;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;126.08153126;13;
7567511;1;4;4;1;8;3;;1;3;;;1;1;1;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;126.08153126;13;
7567512;1;6;3;2;7;8;;1;3;;;2;1;1;3;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;93.142915496;13;
7567513;1;3;3;1;13;3;6;1;1;5;;1;1;2;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;153.54715323;13;
7567514;1;4;3;2;16;3;6;1;1;5;;1;1;2;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;137.53540089;13;
7567514;1;4;4;1;15;3;6;1;1;5;;1;1;2;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;137.53540089;13;
7567516;1;2;2;1;9;3;;1;2;5;;1;1;2;3;3;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;170.95314752;13;
7567518;1;5;5;2;17;8;6;1;1;5;;1;1;2;5;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;2;1;2;;;2;;;1;2;1;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;96.393504634;13;
7567519;1;6;2;1;16;3;6;1;1;5;;1;1;2;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;69.587098206;13;
7567519;1;6;3;1;12;3;6;1;1;5;;1;1;2;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;69.587098206;13;
7567519;1;6;4;2;8;3;;1;1;5;;1;1;2;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;69.587098206;13;
7567523;1;3;3;1;11;3;6;1;1;5;;1;1;2;3;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;85.284475966;13;
7567527;1;4;3;1;13;3;6;1;1;5;;1;1;2;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;144.6578327;13;
7567527;1;4;4;2;9;3;;1;1;5;;1;1;2;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;144.6578327;13;
7567528;1;3;3;2;14;3;6;1;1;5;;1;1;2;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;82.23438601;13;
7567529;1;4;3;2;12;3;5;1;1;5;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;187.47655118;13;
7567529;1;4;4;1;10;3;6;1;1;5;;1;1;1;3;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;187.47655118;13;
7567530;1;4;2;2;10;3;6;1;3;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;191.98139967;13;
7567530;1;4;4;2;16;7;2;1;3;;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;2;2;2;;;2;;;1;2;2;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;191.98139967;13;
7567532;1;4;4;2;17;8;6;1;3;;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;2;2;2;;;2;;;1;2;2;2;;;2;;;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;179.92484059;13;
7567534;1;5;2;2;14;3;6;1;3;;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;2;3;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;99.950534893;13;
7567534;1;5;3;2;16;3;2;1;3;;;1;2;;4;1;;1;4;2;;2;2;;;;;;;;;;;;;;;;1;7;3;2;;;2;;;1;1;3;2;;;2;;;1;7;1;2;;;2;;;1;7;5;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;99.950534893;13;
7567535;1;3;3;1;6;8;;1;1;5;;2;1;2;3;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;171.8052443;13;
7567536;1;6;3;2;13;3;6;2;;;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;1;3;2;;;2;;;1;1;2;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;106.70130752;13;
7567536;1;6;4;1;13;3;6;2;;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;1;2;2;;;2;;;2;;;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;106.70130752;13;
7567536;1;6;5;2;7;3;;2;;;;2;1;1;3;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;106.70130752;13;
7567538;1;4;4;2;14;3;6;1;3;;;1;1;2;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;152.38985888;13;
7567539;1;6;3;2;15;3;6;1;3;;;1;1;1;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;1;3;2;;;2;;;1;1;3;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;88.048849517;13;
7567539;1;6;4;1;11;3;6;1;3;;;1;1;1;3;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;88.048849517;13;
7567539;1;6;5;1;8;3;;1;3;;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;88.048849517;13;
7567540;1;3;2;1;16;3;6;1;3;;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;2;2;;;2;;;2;;;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;130.02398077;13;
7567540;1;3;3;2;8;3;;1;3;;;1;1;1;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;130.02398077;13;
7567541;1;5;3;1;8;8;;1;3;;;1;1;2;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;88.670463765;13;
7567542;1;3;3;1;7;3;;1;1;5;;1;1;1;3;0;;1;3;2;2;2;1;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;180.44988056;13;
7567543;1;4;3;1;6;3;;1;1;5;;2;1;2;3;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;158.79946689;13;
7567543;1;4;4;1;5;3;;1;1;5;;2;1;2;2;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;158.79946689;13;
7567544;1;8;5;1;14;9;6;1;3;;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;69.747508846;13;
7567544;1;8;6;1;8;9;;1;3;;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;69.747508846;13;
7567546;1;4;4;2;9;8;;1;3;;;1;1;1;3;3;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;80.472223156;13;
7567547;1;8;6;2;16;8;6;1;3;;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;47.555119668;13;
7567547;1;8;7;1;8;8;;1;3;;;1;1;1;3;3;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;47.555119668;13;
7567551;1;4;3;2;15;3;6;1;3;;;1;1;1;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;7;1;2;;;2;;;1;1;1;2;;;2;;;1;4;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;180.34484785;13;
7567551;1;4;4;1;8;3;;1;3;;;1;1;1;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;180.34484785;13;
7567553;1;4;4;2;17;13;6;1;3;;;1;1;1;5;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;2;2;;;2;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;166.09626797;13;
7567555;1;8;5;2;15;8;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;1;2;;;2;;;2;;;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;87.184386058;13;
7567555;1;8;6;1;13;8;6;1;3;;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;87.184386058;13;
7567555;1;8;8;2;13;8;6;1;3;;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;4;2;2;;;2;;;1;1;2;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;87.184386058;13;
7567560;1;4;4;2;7;9;;1;1;5;;1;1;1;3;0;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;123.82326402;17;
7567561;1;4;3;1;7;3;;1;2;5;;1;1;1;3;1;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;42.074334112;17;
7567564;1;4;3;2;13;3;6;1;1;5;;1;1;1;4;1;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;1;2;;;2;;;1;1;1;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;72.230237346;17;
7567566;1;3;3;1;10;3;6;1;1;5;;1;1;1;3;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;57.503355781;17;
7567568;1;4;3;1;13;3;6;1;1;5;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;101.51961689;17;
7567568;1;4;4;2;8;3;;1;1;5;;1;1;1;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;101.51961689;17;
7567571;1;2;2;2;16;3;6;1;3;;;1;1;1;5;0;;1;3;2;;1;;;3;6;;;;;;;;;12;20;20;7;1;3;2;2;;;2;;;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;4711;47;38.301912976;17;5223
7567572;1;3;3;1;10;3;6;1;2;5;;1;1;1;3;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;67.925839016;17;
7567586;1;5;2;2;15;3;6;1;1;5;;1;1;1;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;114.49660535;17;
7567586;1;5;3;2;11;3;6;1;1;5;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;114.49660535;17;
7567586;1;5;4;2;11;3;6;1;1;5;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;114.49660535;17;
7567593;1;5;2;2;17;3;6;1;1;5;;1;1;2;8;1;913;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;1;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;1;7;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;64.446346161;17;
7567597;1;4;3;1;17;8;6;1;1;5;;1;1;1;10;2;719;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;1;7;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;68.879294498;17;
7567601;1;4;3;1;13;3;6;1;1;5;;1;1;1;3;5;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;5;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;84.46599768;17;
7567601;1;4;4;1;9;3;;1;1;5;;1;1;1;3;2;;1;3;2;2;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;3;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;4;;;84.46599768;17;
7567603;1;7;6;1;14;8;6;1;1;5;;1;1;1;4;2;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;2;;;1;5;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;70.971602121;17;
7567613;1;5;3;2;17;3;6;1;3;;;1;1;1;4;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;3;1;2;;;2;;;2;;;2;;;2;;;1;6;1;2;;;2;;;1;3;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;77.981304979;17;
7567616;1;4;3;2;14;3;6;1;1;5;;1;1;1;4;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;1;2;1;2;;;2;;;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;120.10898151;17;
7567616;1;4;4;2;11;3;6;1;1;5;;1;1;1;3;3;;1;3;2;;2;2;;;;;;;;;;;;;;;;2;;;2;;;2;;;1;1;1;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;120.10898151;17;
7567617;1;3;3;1;17;3;6;1;1;5;;1;1;1;4;0;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;1;1;2;;;2;;;2;;;2;;;2;;;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;111.85135659;17;
7567630;1;4;4;2;16;3;6;1;3;;;1;1;1;4;4;;1;3;2;;2;2;;;;;;;;;;;;;;;;1;6;2;2;;;2;;;2;;;2;;;2;;;1;5;2;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;2;;;;;;2;;;2;;;2;;;;;;43.426560618;17;
